Gen	theta_1ABCDEF	theta_2GHIJKLM	theta_3NOPRTUV	theta_8ABCDEFNOPRTUVSXZGHIJKLMY	theta_9ABCDEFNOPRTUVSXZ	theta_10NOPRTUVSXZ	theta_11NOPRTUVS	theta_12XZ	theta_13GHIJKLMY	tau_8ABCDEFNOPRTUVSXZGHIJKLMY	tau_9ABCDEFNOPRTUVSXZ	tau_10NOPRTUVSXZ	tau_11NOPRTUVS	tau_12XZ	tau_13GHIJKLMY	lnL
624900	0.001130	0.000789	0.006297	0.003207	0.001442	0.003031	0.002033	0.004990	0.000702	0.006557	0.005780	0.005167	0.003592	0.003346	0.005374	-4696.942
625000	0.000793	0.001313	0.010952	0.004516	0.005524	0.002678	0.001918	0.005075	0.003282	0.006932	0.006447	0.004559	0.003771	0.004406	0.005713	-4697.705
625100	0.001080	0.002378	0.008957	0.005258	0.002097	0.001850	0.002238	0.002060	0.001933	0.008303	0.007707	0.005046	0.003942	0.003586	0.007308	-4692.443
625200	0.001124	0.002814	0.011408	0.005412	0.002751	0.003790	0.001875	0.001667	0.000864	0.009099	0.008165	0.004747	0.002908	0.001747	0.007397	-4704.299
625300	0.001177	0.001805	0.006627	0.004094	0.002382	0.002663	0.000966	0.002765	0.002793	0.009932	0.008974	0.006157	0.005332	0.004070	0.006706	-4695.094
625400	0.001255	0.001269	0.005750	0.004282	0.001145	0.002931	0.001945	0.001101	0.003300	0.008277	0.008153	0.007363	0.003712	0.005100	0.008024	-4695.891
625500	0.002275	0.001508	0.010482	0.004042	0.004041	0.002101	0.003011	0.004538	0.003103	0.009949	0.009940	0.006160	0.003703	0.002750	0.009323	-4691.668
625600	0.002092	0.001796	0.003067	0.004374	0.006017	0.000942	0.002802	0.001902	0.002816	0.007590	0.006726	0.005747	0.003796	0.004224	0.006824	-4691.626
625700	0.001398	0.001636	0.006763	0.003297	0.002663	0.001995	0.002305	0.005676	0.001507	0.010926	0.010045	0.006691	0.005542	0.000948	0.008768	-4698.350
625800	0.001093	0.000823	0.003214	0.003037	0.006096	0.002435	0.001234	0.004527	0.001363	0.009572	0.009316	0.006618	0.003350	0.002852	0.006632	-4690.094
625900	0.001707	0.000882	0.007389	0.003445	0.003424	0.000769	0.002742	0.004480	0.003481	0.010350	0.007933	0.006657	0.003742	0.001762	0.009886	-4700.158
626000	0.001115	0.000939	0.006264	0.004891	0.007073	0.002095	0.001552	0.002201	0.009914	0.008722	0.008381	0.008128	0.004359	0.006746	0.006357	-4689.753
626100	0.000648	0.001330	0.002725	0.004911	0.006243	0.002798	0.000666	0.002104	0.001936	0.007150	0.006668	0.006254	0.004396	0.002799	0.006772	-4699.990
626200	0.001123	0.001649	0.021807	0.003537	0.006251	0.002689	0.003291	0.001405	0.001424	0.008649	0.007570	0.007140	0.004006	0.003271	0.007446	-4691.782
626300	0.000941	0.001321	0.019969	0.006502	0.000890	0.003172	0.001168	0.003078	0.009186	0.006704	0.006620	0.003696	0.002055	0.001757	0.005891	-4700.106
626400	0.000941	0.001098	0.010075	0.010091	0.002704	0.004901	0.002085	0.004123	0.001856	0.006840	0.006630	0.004297	0.004145	0.002693	0.004550	-4699.025
626500	0.001084	0.002288	0.008516	0.003017	0.002042	0.002217	0.004257	0.002498	0.002510	0.008703	0.008270	0.005933	0.004828	0.005422	0.005063	-4690.302
626600	0.001013	0.001299	0.006466	0.004103	0.001297	0.002258	0.012227	0.001604	0.005285	0.008199	0.007992	0.004842	0.003123	0.004836	0.003385	-4693.893
626700	0.001187	0.001578	0.007027	0.002974	0.005324	0.001586	0.000913	0.002044	0.012070	0.007264	0.006256	0.004402	0.002707	0.001575	0.005913	-4700.734
626800	0.001150	0.001925	0.013811	0.004111	0.011465	0.001240	0.001868	0.003506	0.004530	0.008128	0.007600	0.005452	0.002416	0.002023	0.006165	-4692.864
626900	0.001121	0.001282	0.023722	0.008304	0.002059	0.004881	0.001771	0.001336	0.003846	0.006788	0.006307	0.005250	0.003792	0.004572	0.006412	-4685.076
627000	0.001159	0.000947	0.024370	0.011216	0.003735	0.005717	0.001620	0.000993	0.002559	0.006807	0.006631	0.006235	0.002732	0.003175	0.005365	-4697.044
627100	0.000533	0.001248	0.008191	0.004087	0.004536	0.001118	0.002662	0.002413	0.003747	0.008789	0.007373	0.007275	0.003782	0.003711	0.005364	-4695.107
627200	0.000985	0.000689	0.013718	0.004176	0.002033	0.001575	0.002081	0.002336	0.002054	0.007158	0.006140	0.005472	0.003601	0.004305	0.006685	-4698.824
627300	0.000814	0.002221	0.012035	0.009539	0.006148	0.002725	0.001488	0.002347	0.001288	0.008281	0.008173	0.005891	0.005008	0.003216	0.006344	-4701.822
627400	0.000783	0.001093	0.008698	0.003171	0.003128	0.002530	0.000701	0.001066	0.002775	0.007531	0.007218	0.004981	0.004110	0.003304	0.006924	-4690.777
627500	0.001675	0.001171	0.004376	0.005910	0.002786	0.008281	0.001091	0.001988	0.005047	0.006659	0.005561	0.005285	0.002667	0.004676	0.001531	-4696.106
627600	0.001147	0.001195	0.010094	0.004021	0.001467	0.002925	0.003622	0.001647	0.003252	0.008695	0.008560	0.007216	0.003558	0.005307	0.005540	-4696.165
627700	0.001198	0.001652	0.008110	0.003757	0.005820	0.001285	0.002173	0.004910	0.001984	0.007545	0.005857	0.004767	0.002823	0.000618	0.005894	-4694.749
627800	0.001586	0.001751	0.003460	0.003997	0.002886	0.005453	0.001522	0.002156	0.003808	0.007652	0.007410	0.006322	0.004468	0.003650	0.006689	-4695.864
627900	0.002193	0.001592	0.005119	0.007514	0.003670	0.001392	0.001216	0.002053	0.003830	0.007665	0.007362	0.006265	0.003192	0.003693	0.005938	-4693.048
628000	0.000801	0.000858	0.009652	0.005623	0.002604	0.001359	0.002230	0.003747	0.001766	0.007278	0.006825	0.005715	0.002755	0.004538	0.004728	-4692.823
628100	0.000937	0.001949	0.011105	0.005952	0.002075	0.002815	0.001789	0.000978	0.001351	0.007276	0.006467	0.004535	0.003381	0.003393	0.006703	-4699.262
628200	0.002571	0.001186	0.006273	0.001518	0.005446	0.002224	0.001168	0.001293	0.003989	0.009995	0.007708	0.007276	0.002959	0.005240	0.007327	-4703.752
628300	0.001604	0.000657	0.004923	0.003187	0.004960	0.002076	0.000614	0.001969	0.004051	0.009951	0.009696	0.005237	0.003823	0.002835	0.006005	-4693.167
628400	0.000647	0.002936	0.004006	0.004190	0.001092	0.006779	0.001011	0.000852	0.002077	0.006769	0.006741	0.004473	0.002444	0.003437	0.006178	-4703.870
628500	0.001063	0.002448	0.003226	0.006854	0.009815	0.001340	0.001248	0.003142	0.003192	0.010416	0.008148	0.006830	0.003596	0.004949	0.008805	-4701.704
628600	0.001431	0.002132	0.005308	0.002741	0.003070	0.001419	0.004127	0.015811	0.003292	0.009179	0.008850	0.007277	0.003145	0.004731	0.003826	-4698.659
628700	0.000881	0.001038	0.009826	0.001984	0.001142	0.001505	0.001806	0.000568	0.001727	0.008161	0.008120	0.005310	0.004204	0.003399	0.005593	-4696.279
628800	0.001083	0.001177	0.004469	0.002422	0.003356	0.000984	0.004030	0.001071	0.002455	0.009741	0.008084	0.007106	0.003218	0.003829	0.004414	-4699.632
628900	0.000721	0.001660	0.005580	0.002231	0.002305	0.001422	0.001047	0.001709	0.003707	0.010296	0.009698	0.007402	0.003679	0.000910	0.003459	-4709.547
629000	0.000567	0.001655	0.003150	0.004739	0.003116	0.003082	0.002930	0.003827	0.001080	0.009074	0.009052	0.005248	0.004937	0.003662	0.008466	-4690.226
629100	0.001813	0.001931	0.004829	0.004021	0.005079	0.000792	0.001382	0.002406	0.006835	0.011732	0.010462	0.008419	0.004102	0.004177	0.002515	-4700.778
629200	0.000905	0.001199	0.005270	0.004316	0.018608	0.006240	0.001587	0.001875	0.004749	0.009516	0.008381	0.005731	0.004063	0.004236	0.006060	-4688.921
629300	0.000938	0.001193	0.019963	0.002459	0.001049	0.001912	0.000933	0.000775	0.003537	0.008896	0.008598	0.006838	0.005977	0.003504	0.004037	-4690.154
629400	0.000990	0.001407	0.007677	0.004678	0.002118	0.003061	0.001936	0.003149	0.002547	0.009017	0.007713	0.006943	0.003678	0.004773	0.007457	-4703.285
629500	0.000625	0.002823	0.005157	0.002490	0.004784	0.004711	0.001825	0.001881	0.003000	0.010549	0.010235	0.007070	0.003093	0.005272	0.007883	-4708.537
629600	0.001351	0.001106	0.003331	0.001480	0.002434	0.004734	0.004292	0.002910	0.002855	0.009376	0.008844	0.004466	0.003670	0.001318	0.006337	-4700.177
629700	0.000891	0.001503	0.020075	0.005060	0.001706	0.004040	0.004091	0.002879	0.003657	0.009210	0.008602	0.004424	0.003161	0.002581	0.008480	-4696.435
629800	0.000702	0.001212	0.011187	0.008060	0.001756	0.003031	0.001583	0.002303	0.011470	0.006601	0.005710	0.003771	0.003087	0.002180	0.003516	-4701.347
629900	0.001254	0.004041	0.003560	0.006852	0.001231	0.001565	0.001524	0.003092	0.002912	0.008182	0.007399	0.005548	0.002718	0.001780	0.006820	-4698.673
630000	0.001354	0.001040	0.006728	0.002140	0.006321	0.001263	0.002026	0.001213	0.001211	0.007251	0.006210	0.004974	0.004142	0.004132	0.005918	-4697.235
630100	0.000717	0.001747	0.002579	0.001653	0.011034	0.001799	0.004891	0.001863	0.002235	0.009562	0.007541	0.007404	0.003094	0.005789	0.007790	-4697.195
630200	0.000685	0.000695	0.007397	0.004285	0.002137	0.003387	0.002086	0.002038	0.003472	0.009816	0.008648	0.008109	0.003732	0.005941	0.004537	-4690.404
630300	0.001027	0.000877	0.006143	0.004125	0.001727	0.003689	0.002943	0.005800	0.002750	0.008473	0.008102	0.005149	0.002651	0.003501	0.008072	-4702.046
630400	0.001485	0.001573	0.001712	0.003178	0.003383	0.001836	0.006682	0.002628	0.001754	0.009140	0.007374	0.005384	0.003627	0.003491	0.006088	-4701.541
630500	0.001148	0.001377	0.006626	0.002324	0.001882	0.002018	0.001947	0.002228	0.001229	0.008445	0.008174	0.005235	0.002689	0.003979	0.007586	-4695.156
630600	0.001587	0.001414	0.004753	0.003811	0.005039	0.001445	0.001175	0.001677	0.002058	0.010425	0.009740	0.007494	0.005840	0.005768	0.005934	-4698.842
630700	0.001271	0.001704	0.008402	0.004773	0.001383	0.001038	0.001444	0.001183	0.010018	0.008450	0.008378	0.004710	0.002181	0.002436	0.007360	-4699.845
630800	0.001476	0.001132	0.010660	0.005167	0.001843	0.001037	0.001850	0.002326	0.007532	0.009167	0.007597	0.007187	0.004680	0.002069	0.008887	-4703.402
630900	0.000930	0.001353	0.012051	0.007013	0.001252	0.003341	0.001366	0.003739	0.001232	0.007897	0.007509	0.005013	0.003347	0.003214	0.004572	-4697.414
631000	0.001057	0.001018	0.012832	0.003107	0.004182	0.002977	0.000954	0.002125	0.001554	0.007516	0.007160	0.005416	0.003054	0.002109	0.006211	-4709.591
631100	0.000948	0.001250	0.006937	0.002433	0.000705	0.002770	0.001229	0.001282	0.004121	0.009458	0.009333	0.005800	0.004372	0.004650	0.006981	-4688.209
631200	0.001028	0.001621	0.007790	0.002050	0.003860	0.002070	0.001846	0.003096	0.003023	0.009498	0.006982	0.006768	0.004178	0.002683	0.007325	-4693.042
631300	0.001267	0.001611	0.003210	0.004893	0.011231	0.002903	0.001509	0.002336	0.001600	0.008531	0.006505	0.005891	0.004182	0.004614	0.008185	-4698.272
631400	0.000862	0.001148	0.009679	0.004203	0.000922	0.003093	0.001697	0.000766	0.002249	0.008156	0.007800	0.006282	0.003754	0.002813	0.005974	-4696.959
631500	0.001965	0.001629	0.010536	0.003349	0.003219	0.001626	0.000709	0.001279	0.007207	0.008314	0.008069	0.007279	0.005550	0.003734	0.005623	-4692.779
631600	0.001542	0.001058	0.006279	0.004761	0.003102	0.005413	0.000928	0.003796	0.004133	0.007396	0.006973	0.004843	0.003189	0.004024	0.004349	-4704.372
631700	0.001133	0.000995	0.007696	0.004623	0.003861	0.002231	0.001992	0.001936	0.002500	0.005746	0.005196	0.004274	0.002279	0.002742	0.004436	-4708.048
631800	0.002079	0.001317	0.003380	0.008430	0.003837	0.001708	0.001056	0.001291	0.002526	0.009592	0.009154	0.005313	0.003295	0.002340	0.008666	-4705.495
631900	0.001298	0.001752	0.007583	0.003164	0.002957	0.001266	0.002093	0.001938	0.002634	0.010168	0.008615	0.006113	0.002293	0.005485	0.006572	-4701.672
632000	0.001030	0.001220	0.006971	0.003114	0.001575	0.001835	0.002399	0.003578	0.002206	0.009317	0.009229	0.005275	0.003383	0.004270	0.006895	-4700.674
632100	0.001896	0.001570	0.003530	0.005195	0.002021	0.003233	0.001128	0.001670	0.003016	0.010015	0.008765	0.005970	0.003567	0.004265	0.009413	-4695.303
632200	0.000883	0.001322	0.008433	0.005803	0.001753	0.002832	0.001896	0.011370	0.001094	0.009459	0.008771	0.006506	0.004546	0.005715	0.009250	-4700.386
632300	0.001243	0.001476	0.007037	0.003655	0.004044	0.001496	0.001535	0.001432	0.004756	0.006716	0.006437	0.006260	0.003617	0.004071	0.003636	-4702.034
632400	0.001045	0.002155	0.007200	0.006410	0.004075	0.002489	0.002391	0.001605	0.001400	0.008152	0.007507	0.006335	0.003808	0.004437	0.006590	-4708.237
632500	0.002447	0.001620	0.009166	0.004938	0.001600	0.005759	0.001182	0.001696	0.004967	0.009319	0.009292	0.005040	0.003516	0.002117	0.002623	-4702.230
632600	0.000820	0.001355	0.005151	0.001536	0.001288	0.004701	0.001349	0.001194	0.003838	0.009188	0.009077	0.005985	0.005007	0.002707	0.005957	-4696.846
632700	0.000934	0.001482	0.003415	0.003816	0.010727	0.001931	0.003085	0.003573	0.001765	0.007959	0.006252	0.005337	0.003096	0.002010	0.004888	-4695.104
632800	0.001425	0.001173	0.007751	0.007862	0.005455	0.001397	0.001561	0.001236	0.003985	0.010126	0.010081	0.006111	0.003225	0.004776	0.006427	-4695.925
632900	0.000878	0.001192	0.009097	0.004317	0.001625	0.003097	0.006188	0.002323	0.003182	0.008682	0.008533	0.006245	0.004431	0.004124	0.006601	-4699.722
633000	0.000710	0.001899	0.009999	0.001905	0.002021	0.002888	0.000924	0.001479	0.002259	0.009302	0.008573	0.007798	0.004051	0.001549	0.005180	-4696.828
633100	0.000761	0.001132	0.008939	0.002276	0.005362	0.001528	0.001264	0.001513	0.003693	0.009557	0.009246	0.007714	0.004479	0.002800	0.009383	-4691.071
633200	0.000691	0.000999	0.005741	0.002587	0.002250	0.002700	0.001077	0.003406	0.001698	0.008254	0.008094	0.005610	0.004062	0.004205	0.008017	-4689.950
633300	0.001145	0.001028	0.002504	0.003700	0.004002	0.002742	0.002233	0.002338	0.004865	0.008890	0.007806	0.007246	0.002819	0.003574	0.003159	-4700.024
633400	0.001948	0.001223	0.004699	0.006107	0.008501	0.002868	0.001054	0.002887	0.002969	0.009402	0.008103	0.005995	0.003733	0.002915	0.006841	-4704.544
633500	0.002538	0.001940	0.004224	0.005860	0.002152	0.001716	0.002026	0.002132	0.001200	0.008290	0.008010	0.005171	0.003471	0.003263	0.007439	-4696.016
633600	0.000887	0.001964	0.007166	0.004466	0.002267	0.001561	0.000854	0.001850	0.004222	0.007494	0.007281	0.004789	0.004431	0.003793	0.007059	-4694.545
633700	0.001407	0.003016	0.006319	0.003359	0.002985	0.002328	0.001665	0.011016	0.008389	0.008934	0.005930	0.005484	0.004129	0.002291	0.006041	-4698.602
633800	0.001738	0.001849	0.004503	0.003577	0.003522	0.002133	0.001715	0.002998	0.002234	0.009210	0.009106	0.005477	0.004398	0.003883	0.008824	-4697.950
633900	0.001227	0.001255	0.007695	0.006331	0.002124	0.001088	0.001269	0.001606	0.004111	0.009883	0.006271	0.004607	0.002765	0.000791	0.006741	-4700.299
634000	0.001302	0.001287	0.008235	0.003033	0.002104	0.001695	0.001319	0.001589	0.002336	0.008044	0.007795	0.005414	0.004467	0.003800	0.006947	-4694.269
634100	0.000708	0.001166	0.012201	0.007720	0.002159	0.002447	0.001165	0.002093	0.000906	0.007994	0.007652	0.007115	0.004742	0.002384	0.007409	-4688.123
634200	0.001135	0.003393	0.009974	0.003477	0.000719	0.001252	0.000743	0.001129	0.002353	0.013052	0.012781	0.007920	0.004762	0.005272	0.010682	-4696.991
634300	0.000375	0.002535	0.006049	0.003092	0.004424	0.006871	0.000848	0.002120	0.001724	0.009718	0.008535	0.007060	0.005102	0.003561	0.007284	-4705.038
634400	0.001433	0.002483	0.004063	0.003568	0.000803	0.001756	0.002744	0.001380	0.003504	0.008196	0.007510	0.007390	0.004284	0.003207	0.003738	-4706.825
634500	0.001446	0.001311	0.006001	0.003386	0.005409	0.001246	0.001479	0.003653	0.005153	0.006649	0.005880	0.004912	0.003412	0.002273	0.002294	-4691.902
634600	0.001409	0.001276	0.010159	0.005630	0.001778	0.001253	0.005122	0.001166	0.003578	0.009238	0.007814	0.006991	0.003926	0.004811	0.008335	-4701.301
634700	0.001109	0.000867	0.009676	0.005246	0.001592	0.004992	0.001712	0.004414	0.002202	0.007228	0.006831	0.005874	0.004019	0.003971	0.003903	-4694.497
634800	0.001192	0.001380	0.003718	0.005452	0.002036	0.002880	0.001604	0.001080	0.005538	0.007923	0.007816	0.004953	0.002108	0.002506	0.005999	-4695.951
634900	0.001239	0.001486	0.006526	0.004291	0.002127	0.002915	0.002170	0.005197	0.005233	0.006585	0.005544	0.004563	0.004407	0.001213	0.004850	-4696.518
635000	0.000923	0.000957	0.003407	0.005688	0.022556	0.001490	0.002814	0.002688	0.001999	0.008074	0.005482	0.004105	0.003588	0.002260	0.007317	-4691.959
635100	0.000898	0.003262	0.005052	0.003898	0.004991	0.003652	0.001864	0.002562	0.004253	0.010272	0.008947	0.007297	0.005142	0.006722	0.003700	-4690.477
635200	0.000827	0.001494	0.003624	0.003073	0.003562	0.002970	0.001531	0.001293	0.001884	0.007969	0.007356	0.007157	0.005033	0.002616	0.007251	-4699.171
635300	0.001755	0.001030	0.005600	0.006781	0.001579	0.001910	0.003303	0.002313	0.009344	0.007771	0.007565	0.006180	0.005147	0.003744	0.002809	-4694.643
635400	0.000913	0.001600	0.010201	0.005607	0.002472	0.002470	0.001133	0.001756	0.003747	0.007039	0.006655	0.005662	0.004158	0.000525	0.006291	-4695.278
635500	0.000971	0.001930	0.013321	0.009911	0.001380	0.001907	0.002281	0.001509	0.002017	0.007221	0.005784	0.004430	0.003046	0.002255	0.006323	-4695.268
635600	0.000683	0.001377	0.005932	0.002710	0.003949	0.002340	0.004140	0.001787	0.003264	0.008736	0.008323	0.005759	0.002561	0.005595	0.007645	-4696.206
635700	0.001519	0.001623	0.008811	0.008276	0.005777	0.001918	0.001754	0.003208	0.002164	0.009805	0.009797	0.005874	0.003954	0.003591	0.007820	-4697.327
635800	0.001089	0.001511	0.008979	0.003989	0.003360	0.001597	0.001764	0.004945	0.002357	0.009390	0.008730	0.005862	0.004602	0.004970	0.006416	-4690.396
635900	0.000995	0.001598	0.005690	0.004404	0.003416	0.002418	0.005346	0.001413	0.001802	0.009414	0.008241	0.007166	0.004022	0.004220	0.005419	-4695.699
636000	0.000910	0.000530	0.009140	0.005191	0.004311	0.001291	0.000990	0.002532	0.002188	0.006633	0.006407	0.005373	0.004341	0.003935	0.006232	-4695.727
636100	0.000802	0.001900	0.008160	0.005447	0.005820	0.006895	0.001807	0.001679	0.005953	0.007262	0.005588	0.004956	0.003390	0.001019	0.006836	-4694.223
636200	0.001190	0.001989	0.006198	0.003854	0.007053	0.000753	0.000913	0.001303	0.007495	0.007966	0.007890	0.006925	0.004753	0.003298	0.004793	-4694.261
636300	0.000862	0.001331	0.004903	0.004193	0.003585	0.000910	0.003222	0.003235	0.003146	0.009752	0.007497	0.006353	0.003544	0.004400	0.008406	-4698.338
636400	0.001619	0.001872	0.003269	0.004114	0.001740	0.001829	0.004153	0.003480	0.004842	0.005938	0.005399	0.004570	0.001713	0.003965	0.003997	-4688.832
636500	0.001478	0.002301	0.005644	0.002737	0.001423	0.000985	0.001157	0.001858	0.002655	0.006761	0.006542	0.006397	0.003718	0.005827	0.005643	-4695.250
636600	0.001205	0.001528	0.004640	0.006327	0.004374	0.000808	0.005600	0.002826	0.003160	0.008406	0.007001	0.006218	0.001642	0.003703	0.007165	-4698.049
636700	0.001311	0.001586	0.008538	0.003707	0.001477	0.001674	0.001270	0.001632	0.001542	0.007148	0.005814	0.005497	0.002989	0.002991	0.005394	-4701.614
636800	0.000821	0.002630	0.004273	0.005275	0.008922	0.001503	0.001388	0.002701	0.002463	0.007182	0.006815	0.006088	0.003100	0.001763	0.005987	-4697.762
636900	0.001299	0.001518	0.004084	0.002192	0.006228	0.002082	0.003939	0.003945	0.002593	0.011762	0.010734	0.005067	0.002781	0.003411	0.008572	-4701.568
637000	0.000991	0.001516	0.005223	0.007635	0.002284	0.002302	0.001725	0.000926	0.001944	0.010028	0.007451	0.006963	0.004761	0.004913	0.006106	-4702.831
637100	0.000851	0.001708	0.005110	0.005560	0.002627	0.004208	0.001522	0.001355	0.005130	0.011809	0.011410	0.009765	0.003915	0.007944	0.010617	-4703.227
637200	0.001143	0.001798	0.006965	0.008661	0.001470	0.001283	0.001950	0.000822	0.002438	0.008349	0.007285	0.006575	0.004889	0.004174	0.007067	-4691.906
637300	0.000944	0.002264	0.005402	0.004849	0.003481	0.001142	0.002300	0.001230	0.001009	0.008121	0.006680	0.006211	0.002889	0.003736	0.007044	-4693.833
637400	0.000920	0.003312	0.008805	0.005303	0.005942	0.003699	0.002607	0.001540	0.002503	0.010273	0.010060	0.006613	0.002933	0.001469	0.008712	-4691.439
637500	0.001378	0.001311	0.002853	0.005122	0.009518	0.002673	0.001317	0.002103	0.005549	0.007053	0.006235	0.003582	0.003427	0.002299	0.004624	-4704.311
637600	0.001122	0.000743	0.008745	0.003816	0.001538	0.001458	0.001077	0.001550	0.001558	0.009036	0.008962	0.003610	0.002763	0.002215	0.008228	-4693.198
637700	0.000672	0.004452	0.004354	0.002645	0.002019	0.001491	0.001795	0.002022	0.004046	0.007324	0.006871	0.005569	0.002714	0.003669	0.005163	-4700.224
637800	0.001439	0.001810	0.010364	0.005497	0.003159	0.003948	0.002228	0.002000	0.001113	0.008254	0.007751	0.006904	0.004544	0.005675	0.006709	-4702.975
637900	0.001503	0.000856	0.011714	0.009767	0.001912	0.002439	0.001062	0.003078	0.001813	0.008529	0.008147	0.006867	0.005276	0.002668	0.006387	-4696.818
638000	0.001216	0.002639	0.010881	0.002782	0.002930	0.007193	0.002046	0.001724	0.001430	0.009231	0.009210	0.008551	0.005404	0.006738	0.008612	-4698.212
638100	0.000474	0.002533	0.007627	0.006039	0.004197	0.003562	0.000814	0.000953	0.004525	0.007545	0.006804	0.005673	0.003099	0.004335	0.003457	-4706.030
638200	0.001640	0.001630	0.005210	0.005230	0.008031	0.001938	0.002866	0.001938	0.007760	0.008934	0.008798	0.005258	0.003136	0.005068	0.004905	-4698.898
